tweet,sentiment_label
b'2020 Democratic Primary:\n\nJoe Biden: 36% (+5)\nBernie Sanders: 19% (+3)\nKamala Harris: 9% (+3)\nBeto O\xe2\x80\x99Rourke: 7% (+1\xe2\x80\xa6 https://t.co/WWWhdBIg54',Positive
b'South Carolina Democratic Primary (w/o Biden):\n\nBernie Sanders: 24%\nBeto O\xe2\x80\x99Rourke: 16%\nKamala Harris: 15%\nCory Book\xe2\x80\xa6 https://t.co/LFUmGQrnaE',Positive
b'RT @PolStatsUS: 2020 election in Massachusetts:\n\nJoe Biden (D): 69%\nDonald Trump (R): 31%\n\nBernie Sanders (D): 64%\nDonald Trump (R): 36%\n\nE\xe2\x80\xa6',Neutral
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: 2020 election in Massachusetts:\n\nJoe Biden (D): 69%\nDonald Trump (R): 31%\n\nBernie Sanders (D): 64%\nDonald Trump (R): 36%\n\nE\xe2\x80\xa6',Neutral
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'2020 election in Massachusetts:\n\nJoe Biden (D): 69%\nDonald Trump (R): 31%\n\nBernie Sanders (D): 64%\nDonald Trump (R)\xe2\x80\xa6 https://t.co/GGT3aQaFTc',Neutral
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBet\xe2\x80\xa6 https://t.co/Ral4su42ru',Positive
b"RT @Bazinga_Paladin: Elizabeth Warren has the right idea. There shouldn't be a monopoly on repairing products like iphones &amp; farm equipment\xe2\x80\xa6",Positive
b"RT @Bazinga_Paladin: Elizabeth Warren has the right idea. There shouldn't be a monopoly on repairing products like iphones &amp; farm equipment\xe2\x80\xa6",Positive
b"Elizabeth Warren has the right idea. There shouldn't be a monopoly on repairing products like iphones &amp; farm equipm\xe2\x80\xa6 https://t.co/2z2C0Dwr4n",Positive
b"@factsimile1 @krassenstein @Nancabell Ranking #Democrats #2020Election\nMy opinion \nKamala Harris\nJoe Biden\nBeto O'R\xe2\x80\xa6 https://t.co/VEtmiZtn6B",Neutral
b'RT @a35362: Buttigieg says Trump can only be beaten with ideas, not investigations\nhttps://t.co/gleOcpUt1X #PeteButtigieg #2020election htt\xe2\x80\xa6',Neutral
b'Buttigieg says Trump can only be beaten with ideas, not investigations\nhttps://t.co/gleOcpUt1X #PeteButtigieg\xe2\x80\xa6 https://t.co/dckZp58uJP',Neutral
b'RT @obamamomma4hrc1: I first heard Elizabeth Warren speak at the 2012 Democratic Convention. Shortly after, I posted on FB, "Elizabeth Warr\xe2\x80\xa6',Positive
b'My latest straw poll ...\n\nElizabeth Warren\nKamala Harris\n:\nBernie Sanders\nEric Swalwell\nAmy Klobuchar\nSherrod Brown\xe2\x80\xa6 https://t.co/QeChhcyXXd',Positive
b'Buttigieg says Trump can only be beaten with ideas, not investigations\nhttps://t.co/gleOcpUt1X #PeteButtigieg\xe2\x80\xa6 https://t.co/aSMPkFlmQ5',Neutral
b'Senator Elizabeth Warren SHOULD BE a frontrunner. The fact that she is not is a tragedy about the lack of critical\xe2\x80\xa6 https://t.co/TnoDRfNcHP',Neutral
b'#ElizabethWarren: \xe2\x80\x9cWe should #GetRid of the #filibuster\xe2\x80\x9d https://t.co/PHIYKIOnN1 via @voxdotcom #News #Senate\xe2\x80\xa6 https://t.co/uumJlvLt45',Neutral
b'I first heard Elizabeth Warren speak at the 2012 Democratic Convention. Shortly after, I posted on FB, "Elizabeth W\xe2\x80\xa6 https://t.co/gOUUqvoYKI',Positive
b'Have to concur w/ this - Warren\xe2\x80\x99s got a raft of interesting policies based on her coherent view of political econom\xe2\x80\xa6 https://t.co/2kfCszaFmy',Positive
b"Americans don't support Elizabeth Warren's plan to break up big tech: Poll - #2020Election #MAGA #freemarkets\xe2\x80\xa6 https://t.co/cLrsZT9OeJ",Neutral
b'RT @a35362: Buttigieg says Trump can only be beaten with ideas, not investigations\nhttps://t.co/gleOcpUt1X #PeteButtigieg #2020election htt\xe2\x80\xa6',Neutral
b'Buttigieg says Trump can only be beaten with ideas, not investigations\nhttps://t.co/gleOcpUt1X #PeteButtigieg\xe2\x80\xa6 https://t.co/2XWs4Taom1',Neutral
b'Elizabeth Warren 2020 \xe2\x80\x93 On Higher Education And 6 Other Key Issues\n#2020Election #politics #election #Warren2020\xe2\x80\xa6 https://t.co/YfxevBkOAd',Positive
b'Why Hasn\xe2\x80\x99t Elizabeth Warren Caught Fire in the Primaries? https://t.co/M0q8logiBM via @intelligencer &gt; #nypoli\xe2\x80\xa6 https://t.co/FBj66SjX8q',Neutral
b'Bernie Sanders 33%\nPete Buttigieg 18%\nElizabeth Warren 12%\nKamala Harris 11%\nJoe Biden 8%\nBeto O\xe2\x80\x99Rourke 6%\n\nDaily K\xe2\x80\xa6 https://t.co/ZFo4bqZfSR',Neutral
b'Elizabeth Warren proposes holding execs criminally liable for scams and data breaches https://t.co/3EwrTUI0pa #elizabethwarren #2020election',Negative
b'Buttigieg says Trump can only be beaten with ideas, not investigations\nhttps://t.co/gleOcpUt1X #PeteButtigieg\xe2\x80\xa6 https://t.co/znGvcFdGUR',Neutral
b'Democratic Primary Poll\n@MorningConsult\n3/25 - 3/31\n\nJoe Biden 33\nBernie Sanders 25\nBeto O\xe2\x80\x99Rourke 8\nKamala Harris 8\xe2\x80\xa6 https://t.co/McIOxvxoop',Positive
b'Buttigieg says Trump can only be beaten with ideas, not investigations\nhttps://t.co/gleOcpUt1X #PeteButtigieg\xe2\x80\xa6 https://t.co/OkOnAaQPoP',Neutral
b"4:23 Sen. Elizabeth Warren Isn't Asking Wealthy Donors For Help [2 of 2]\nhttps://t.co/1CwZJEMGSd\n#LSSC\xe2\x80\xa6 https://t.co/ig51AlTSK4",Positive
b'RT @mockumatrix: I think Elizabeth Warren would make a great President. #2020Election https://t.co/1ksJFw53uN',Positive
b'I think Elizabeth Warren would make a great President. #2020Election https://t.co/1ksJFw53uN',Positive
b'Nevada Democratic Caucus\n@EmersonPolling\n3/28 - 3/30\n\nJoe Biden 26\nBernie Sanders 23\nBeto O\xe2\x80\x99Rourke 10\nElizabeth War\xe2\x80\xa6 https://t.co/RrmyZKpj0O',Neutral
b'BREAKING: @SenWarren Claims Two Men In Colonial Outfits Assaulted Her With Smallpox-Infested Blankets...\xe2\x80\xa6 https://t.co/E2JqGd65aE',Neutral
b'Buttigieg says Trump can only be beaten with ideas, not investigations\nhttps://t.co/gleOcpUt1X #PeteButtigieg\xe2\x80\xa6 https://t.co/J4mhDd6pDQ',Neutral
b'Elizabeth Warren\xe2\x80\x99s rivals on either ideological flank will raise substantially more money in the first quarter than\xe2\x80\xa6 https://t.co/WHRr8Ea1YT',Positive
b'RT @a35362: Buttigieg says Trump can only be beaten with ideas, not investigations\nhttps://t.co/gleOcpUt1X #PeteButtigieg #2020election htt\xe2\x80\xa6',Neutral
